小米SU7 #小米su7 #小米汽车
其实这个对着车机说家里的那种，我个人觉得还是蛮实用，特别是你在开车，肯定不可能玩手机吧，然后开车快到家时候，就车机说家里开空调，啥啥….也不错！家里那个小爱，很多时候你在洗脸穿衣服，化妆等，手在干别的，没必要用手拿手机出来！就如手机也可以看时间，可还是很多人会戴手表一样的理念！ 4314116867243934 张小姐的思绪 广东
考验忠诚度的时候到了 2524120946055261 夜色迷宫 陕西
🌹好花迎好运 5517311357 蓉城小沫沫 四川
有几个能到2秒[赞] 6668429544 雪峰lone 吉林
看来小米是真没给他钱[我想静静]，就说前几天喷小米汽车我估计是不给他钱看来还真是[泪奔] 3457306986814295 宇宙远古巨人 陕西
二环十三郎 5829403560 抬头喘口气 山东
谢谢 6117378665 十八而立 山东
👍见解独到 59914456932 青岛替身 山东
感觉你这次变成实实在在的人 4073461337 戈利 安徽
[抠鼻]自动与家里联动需要设置智能指令 85236196994 胡靖 浙江
配置真高💪 105954767321 胖胖子军 北京
我觉得是充值没到位 5790479055 寄居蟹小屋 浙江
这logo… 4293353820 GetitDone 上海
转发了 3813596833 随风而行27816211 
什么狗屁生态，坐在车上用手机控制洗衣机就叫生态了？屎上雕花 98845825063 儒雅青山Ej 山东
比较客观 4278372835 紫晨1206 福建
不是米粉，不是花粉啊。单看外观，劝退一波[捂脸]，太年轻化了。然后里边功能好多花里胡哨的。你就做好安全，三电，全系800v➕智驾就可以了。现在好多电车，卖不过汉，我觉的还是汉的外观确实能打，年轻人可以开，上岁数也可以开。现在一大堆新能源外观设计的什么玩意，怎么奇特怎么来 110821201759 讲一个公平 河北
吹毛求疵 989207843581723 梦飞上海 湖北
震哥说的非常的中肯，每次出新车就喜欢看你测评 5936063207 Make张 江苏
开个车还给你显示身体健康信息，让雷总给你选装一个车载ct机？车载血氧监测仪？ 67254855827 hzw19930830 四川
一个字：廉价 3545172554 白衣少年爱喝奶 浙江
@陈震同学 这些米家功能，如果你和家人一起在车上，你在驾驶，需要和家里设备链接，你还会掏出手机寻找米家再一顿操作？还是把手机交给家人一顿把玩？还是在副驾或后座的家人直接通过小爱就直接办了？ 52354613962 剑出没 北京
评价比较客观，高情商语言 53332302806 幼儿园老爷 云南
钱没谈到位，就这样，不停地“但是……”。到位了，缺点描述就用“小小的…稍微有点…，还0K啦”。判断他有没有被充值，有一个简单的指标：出现“还OK吧”的次数≥3 105113988872 锕牛哥哥 四川
这车不耐看！ 96338544239 你非我莫属 湖南
💰没给够？ 58483596784 A谈天说地A 山西
看了震哥的评价，明白昨晚发布会上为什么没有震哥的vcr了 19437001273 魔法清风hW 山东
这种车评可以，不像其他车企找的车评一顿吹。就是要各种吐槽找缺点让有意向者深入了解 4213791953266599 shenhaideshui 广东
歌，试试自动刹车 53332302806 幼儿园老爷 云南
震哥，可以加宽体吗？感觉su7来个小宽体无敌啊[捂脸] 64809853663 皮皮猪WS 湖北
上一个模仿保时捷的是哪个牌子？还能买得到不？？ 62095546657 华夏之芯 安徽
不被小米待见，没能压其他车评人先发，闹小脾气了[捂脸] 6726597186 自由的小羊3 广东
见解独到 4636681937 lpadrian 上海
最终还是找了你[机智] 111631671053 西瓜没有籽呀 江苏
一吨多车600多匹马力零百2.78秒，还不如2吨多车400匹马力激进[捂脸]，你说得激进是外观吗[灵光一闪] 76315043458 海阔天空158887 浙江
给我儿子，预订一辆二手车[笑哭][笑哭][笑哭] 4492659612 无限可能42328426 江苏
感觉震哥好累啊，钱不好拿啊 1583728026991352 高冷清泉q9 江西
🌻春暖花开好运到 3777554409862013 哦你不知道 江苏
[赞] 3777554409862013 哦你不知道 江苏
后排小板凳，这么长的车。 4406070132 带着一一七七去旅行 陕西
明显很不开心啊 4306612283 YoYo2008 湖北
陈同学中肯的评论好像MI老板不太喜欢。 3307906314 JEEP雪茄 重庆
看得出作者是不高兴了，不想评小米汽车 75352509526 无拘无束的水米田 广东
吹毛求疵，明显雷布斯没到位啊 52884690576 吉祥如意健康快乐顺心 辽宁
加油，我喜欢小米的家用小东西，给你们增加热度。车，算了 1767637255475032 缤纷铅笔d7 广东
抛开立场，其实很一般吧 108432508143 汽车砖家 
开机有广告吗？ 103672993078 蜗牛老公657 江苏
这个后视镜一旦坏了可不得2000往上走了[捂脸] 6077635031 BacardiNN 陕西
小米没有充值续费这谁受的了，不给钱黑小米模式开启 53014439064 朴实千里马 贵州
通篇的不屑啊 稿费不足 4599406126 Flashbang 江苏
哈哈，这次测评可明显带点小情绪呢。小震子在小米没恰上饭，韩路恰上了，气死了，哈哈。 6484357371 祖传修飞机 河南
杂货铺卖车了！你受得了吗！ 92669619372 C⼂泽 四川
能对着手机为啥要对着车机说。因为开车玩手机不安全。开车在路上可以对家电发指令。这不好理解吗？感觉小米这次给的钱可能不够吧[捂脸] 5747871780 彼岸恰流年 河南
🍀以花之名传递好运 75604770280 pert4966 江苏
🈶底盘升降就已经烧高香了 1726672565444813 心定則安 四川
我觉得小米汽车生态目前还未达到预期:正常应该是我出门小米智能锁上锁，车库的汽车就根据车内温度启动空调达到我上车有个最舒适的温度，车机会根据我的每天习惯导航规划好上班最佳路线。晚上下班从公司启动车辆的一刻，米家电饭煲就开始煮饭，热水器热好热水等等之类的，这才是车家生态。现在这种我手机下个米家APP不就搞定了，还需要车机操作干啥？ 4655956598 偷红苕 重庆
评价不是很好啊 1726672565444813 心定則安 四川
[赞][赞][赞]漂亮 98752933184 大聪拌豆腐 陕西
30不到的车你硬要去对标G500[打脸][捂脸] 2805603179436893 辉哥Figo 广东
我那大劳又要保养了，这你受得了吗 7605069091 江志方1 广东
就它了💪 2888346638 Bloong 广东
塑料感 3500443054125616 用户2381759716448 山东
应该放个备胎！ 50241344388 多才萬椛瞳 内蒙古
这么智能了放个手机支架干嘛？ 3684197084 这个账号我注册了 浙江
厂家都写好的稿子，照背 6971548236 牛咁大只春 广东
毛病一大堆，买车的都是TMD小白鼠，悲剧[赞] 52389731229 人在旅途 湖北
https://m.toutiao.com/is/iFwg6A65/ - 小米SU7真的是现在最火的电动车吗？ - 今日头条 52354613962 剑出没 北京
哪那么多完美啊？ 5747871780 彼岸恰流年 河南
很适合家用👏 60820942597 刘远ly 上海
很明显震哥看不上小米 5808804622 尽量不骂人I 山西
肯定没给或者没给够[打脸] 2805603179436893 辉哥Figo 广东
[看]我感觉视频要被下架。 4195494983 没得好名字了吗 四川
退订潮来袭 59591680302 一切责任在美方 河南
发布会是400V 1231927722914403 进取柑桔iE 浙江
一辆车得和多少广告费 3919386970 杰29712457 天津
哈哈哈哈……挺委婉挺中肯的 3567847668 老广桦宇 广东
看得出来，震哥还是有点失望的 6251885490 星期天星期一 北京
觉得震哥说的很真实一些 52470431119 宾果人生 福建
后排空间可以，放心了。 67387052504 正义凛然叶子H0 辽宁
车评人真太会了，噪音大叫有存在感，减震硬叫运动，确实都听懂了，还能不得罪人 111420160424 幕天123 北京
直接就说隔音差就完了 3378826420 Joker 山西
震哥一堆不满意[呲牙]。老子用的不是小米手机，怎么对手机说小爱同学 110902794670 大大庆锅 湖北
一如既往的失望😞[蜡烛] 4471693448 好花半开0809 河南
这评价已经够委婉了，憋屈死了[呲牙][呲牙][呲牙][呲牙] 68525555037 神秘生活家哈哈 重庆
语音操控小爱吊打所有[大金牙] 2566644745 雷石x1 内蒙古
震哥，说的很真实，支持 5860537762 国家级抬杠一级运动员 河南
大天窗真是不喜欢[捂脸] 1201134891704471 晨括华强北手机数码 陕西
你买我推荐，真买我不买 2448345111 数学赏析 湖南
最期待就是你的评测 5721943931 哪都好的咪叔 四川
你这音乐配的，有点渗人，你这格局也～ 13657663686 陶石1 安徽
陈老板也应该搞一台。。。。反正不差钱[大笑][呲牙][呲牙][呲牙][呲牙][憨笑] 3733567313546083 友爱船帆4号 浙江
不说车好不好，但是小米营销推广是真好，全平台全是广告，厉害 3505664890254343 做珠宝的胖哥 广东
基本没有什么好话。[呲牙] 3196987453214428 长沙帆哥 广东
绝对没充钱 3883063395753774 正义凛然铅笔nO 山西
简单的来说感觉你不知道这个车给人的定位是运动还是舒适家用，还是商务。有点看不懂 6836709078 撸哥FeiT 湖北
说的挺好的，主控上面两个O真乱，还挡视线。总体感觉硬件堆的可以，诚意可以，调教内在还差点，经验少慢慢来吧 55652384445 billy59 北京
说的很实在 6569006298 花豹96461422 四川
我给我第一个充值，你受得了吗[抠鼻] 2566644745 雷石x1 内蒙古
🌹好花迎好运 2087328261612627 命硬′′命根子更硬 福建
闹掰了 21673616082 躺平冠军 福建
终于来了[酷拽][酷拽][酷拽][酷拽][酷拽][酷拽][酷拽][酷拽] 3294131915 求其123 重庆
说的那个车和家里生态的话题，发布会有讲，车子能检测到离家和回家两种模式，然后设置家里的电器。这还不好吗 6665819532 雅俗共赏XT 贵州
陈总出车指日可待 16574660208 热巴追我七条街 山东
谁能告诉我，震哥和雷斯克，谁更有钱？[笑哭] 2453724392588759 霸都fisherman 安徽
这你受得了吗？ 51444899905 贝弘毅评论 陕西
评测很专业🤙 100420688785 用户5514094384743 陕西
陈同学对驾驶舱的评价很中肯，确实有不少可以改进的地方，特别是可自定义的带屏幕的实体按键。但我考虑的是这种按键可能不适合车载，例如高低温工作可能不行 105010360385 假肢青年 北京
这个测评，让陈震说的不痛快[偷笑][偷笑][偷笑]！ 54655681168 高冷阳光 河南
好主观的评价，怪怪的气氛 3311112875 你算哪块xiao饼干 新疆
第一批买小米手机的人已经具备收割资质 5931017948 瓜怂呀 湖北
领克08不就是这样的后视镜么 3578321290 Bighuan少爷 陕西
失望大于期望是吧 52086406262 旷野135432911 福建
一直在模仿，从未被超越 96327645851 聪明的叶子ot 上海
拖拖地一辆保时捷吗 830883846176024 张三叔 海南
震哥，如果我说的是如果我有钱的情况下，到底买这个还是保时捷 5931017948 瓜怂呀 湖北
空间小了 103734640820 Gyjjgfb 湖南
好像比较敷衍[捂脸] 111411370776 周公瑾大都督 广东
🍀以花之名传递好运 111411370776 周公瑾大都督 广东
是因为大宝剑的原因吗?弄的没电积极 64928938572 南宫美梦 河北
震哥牛逼 3878712755880765 嗜血甜瓜 辽宁
为啥不发动呀 82291780415 海风 北京
很中肯 3620835546 pppzj 上海
讲的很客观 75896791973 老狗杂谈 山东
到就那个启动按键，震哥对“需求场景”的体验和想象还是太少了点 50688600556 月度mvp 浙江
初代肯定不如更新换代数代的成熟产品，手机也是嘛，不过看上去还是比较惊艳的产品。 60211138377 饭特稀290 宁夏
🌺花赐好运气 6933840481 青城独狼 内蒙古
垃圾食品也可以通过营销火爆[流泪][流泪][流泪][流泪][捂脸][捂脸]……悲哀啊 110870903345 Andy观世界 广东
[玫瑰] 3749758412027981 郸城吊车郭志业 河南
🌹好花迎好运 74458495096 军408 山西
还没看完这个视频，估计陈老师各种挑刺吧！钱不到位的后果[吐舌][吐舌][吐舌][吐舌] 2440566813497245 悠闲星辰hS 湖北
能不能讲讲电池离地面多高？我们开车最好碰底盘 2634076061175659 奋斗在津 天津
支持一下 93239661295 义1986 北京
后排坐垫太短[捂脸][捂脸][捂脸][捂脸] 102152931441 弑虞 广东
室外，吹油漆的还吹吗？ 3957841311846119 深圳湾的雨 广东
小米电车有些盲目自信了 22088647762 持续在努力的大海 湖北
其实，就一句话，基本都是建立在伪需求之上的国产车情绪狂欢，狂欢之后，电动车未来的路还任重和道远。 105219535771 品牌阿克 北京
欲抑先扬 73452988271 自在的后街男孩 河南
陈同学是不是熄火需要按键 3656676526 赵傲子龙 山东
听起来满满的嫌弃[捂脸] 86848071111 C•G chany 江苏
果然没上集锦没去现场的最客观[赞] 3240476757 祺然某某 北京
明显感觉后排坐垫偏低，后排靠背偏直！ 5480932025 牛仔兰奇 安徽
鉴于想喷但又不敢喷之间的状态，是不是钱没谈好就不清楚了 98612724784 冷藏车厂小孔明 江苏
比较客观，运动的调教，舍弃了一些舒适性。生态上没有特别的惊喜 103473262927 北雁南飞 广东
为什么用车屏幕的米家对车说，我觉得是你不能开车用手机，对着车里说就没问题。在家小爱看车情况，为什么不用手机，因为你手机不在身边，或者丢了，这应该叫只能互联互通。 3438871756684579 Baiyu80 北京
